"long","lat","group","order","region","subregion"
-87.4620056152344,30.3896808624268,1,1,"alabama",NA
-87.4849319458008,30.3724918365479,1,2,"alabama",NA
-87.525032043457,30.3724918365479,1,3,"alabama",NA
-87.53076171875,30.3323860168457,1,4,"alabama",NA
-87.5708694458008,30.3266544342041,1,5,"alabama",NA
-87.5880584716797,30.3266544342041,1,6,"alabama",NA
-87.5937881469727,30.3094673156738,1,7,"alabama",NA
-87.5937881469727,30.2865486145020,1,8,"alabama",NA
-87.6740036010742,30.275089263916,1,9,"alabama",NA
-87.8115158081055,30.2579021453857,1,10,"alabama",NA
-87.8802642822266,30.2464408874512,1,11,"alabama",NA
-87.9203720092773,30.2464408874512,1,12,"alabama",NA
-87.9547500610352,30.2464408874512,1,13,"alabama",NA
-88.0063171386719,30.2407131195068,1,14,"alabama",NA
-88.0177764892578,30.2521705627441,1,15,"alabama",NA
-88.0120468139648,30.2693595886230,1,16,"alabama",NA
-87.994857788086,30.275089263916,1,17,"alabama",NA
-87.9547500610352,30.275089263916,1,18,"alabama",NA
-87.9031829833984,30.2808208465576,1,19,"alabama",NA
-87.8286972045898,30.2865486145020,1,20,"alabama",NA
-87.8000564575195,30.2865486145020,1,21,"alabama",NA
-87.8000564575195,30.3266544342041,1,22,"alabama",NA
-87.8172378540039,30.3438453674316,1,23,"alabama",NA
-87.8401565551758,30.3839530944824,1,24,"alabama",NA
-87.8516235351562,30.4011421203613,1,25,"alabama",NA
-87.8745346069336,30.4125995635986,1,26,"alabama",NA
-87.9031829833984,30.4240608215332,1,27,"alabama",NA
-87.9261016845703,30.4469795227051,1,28,"alabama",NA
-87.9318313598633,30.4928131103516,1,29,"alabama",NA
-87.9432907104492,30.527193069458,1,30,"alabama",NA
-87.9203720092773,30.5615692138672,1,31,"alabama",NA
-87.9146423339844,30.5844879150391,1,32,"alabama",NA
-87.9261016845703,30.6188640594482,1,33,"alabama",NA
-87.9203720092773,30.6704311370850,1,34,"alabama",NA
-87.9490203857422,30.6990776062012,1,35,"alabama",NA
-87.989128112793,30.7907524108887,1,36,"alabama",NA
-88.0063171386719,30.7964820861816,1,37,"alabama",NA
-88.0177764892578,30.802209854126,1,38,"alabama",NA
-88.0349655151367,30.7907524108887,1,39,"alabama",NA
-88.0464248657227,30.7563762664795,1,40,"alabama",NA
-88.0521545410156,30.727725982666,1,41,"alabama",NA
-88.0521545410156,30.7105388641357,1,42,"alabama",NA
-88.063606262207,30.6876201629639,1,43,"alabama",NA
-88.0693435668945,30.6818885803223,1,44,"alabama",NA
-88.0808029174805,30.6303253173828,1,45,"alabama",NA
-88.0808029174805,30.6131362915039,1,46,"alabama",NA
-88.0979919433594,30.6074066162109,1,47,"alabama",NA
-88.1094436645508,30.5959453582764,1,48,"alabama",NA
-88.1151809692383,30.5844879150391,1,49,"alabama",NA
-88.1094436645508,30.5558376312256,1,50,"alabama",NA
-88.1209106445312,30.4813556671143,1,51,"alabama",NA
-88.1209106445312,30.4412479400635,1,52,"alabama",NA
-88.1266403198242,30.3896808624268,1,53,"alabama",NA
-88.1323699951172,30.3610343933105,1,54,"alabama",NA
-88.1438293457031,30.3438453674316,1,55,"alabama",NA
-88.161018371582,30.3381156921387,1,56,"alabama",NA
-88.172477722168,30.3381156921387,1,57,"alabama",NA
-88.1896591186523,30.3553047180176,1,58,"alabama",NA
-88.2240447998047,30.3782234191895,1,59,"alabama",NA
-88.2354965209961,30.3954105377197,1,60,"alabama",NA
-88.2870635986328,30.4011421203613,1,61,"alabama",NA
-88.3157119750977,30.4011421203613,1,62,"alabama",NA
-88.3329010009766,30.4011421203613,1,63,"alabama",NA
-88.35009765625,30.4240608215332,1,64,"alabama",NA
-88.3902053833008,30.4125995635986,1,65,"alabama",NA
-88.4073867797852,30.7334575653076,1,66,"alabama",NA
-88.4188461303711,30.9970169067383,1,67,"alabama",NA
-88.430305480957,31.1230678558350,1,68,"alabama",NA
-88.4532241821289,31.432466506958,1,69,"alabama",NA
-88.4646835327148,31.6960258483887,1,70,"alabama",NA
-88.4761428833008,31.8908290863037,1,71,"alabama",NA
-88.430305480957,32.22314453125,1,72,"alabama",NA
-88.430305480957,32.3090896606445,1,73,"alabama",NA
-88.3902053833008,32.5783805847168,1,74,"alabama",NA
-88.35009765625,32.9221534729004,1,75,"alabama",NA
-88.3386306762695,32.9851799011230,1,76,"alabama",NA
-88.2985305786133,33.2831192016602,1,77,"alabama",NA
-88.2756042480469,33.5294914245605,1,78,"alabama",NA
-88.2526931762695,33.7357559204102,1,79,"alabama",NA
-88.2068557739258,34.0623397827148,1,80,"alabama",NA
-88.2068557739258,34.0795288085938,1,81,"alabama",NA
-88.1839370727539,34.3144416809082,1,82,"alabama",NA
-88.166748046875,34.4634094238281,1,83,"alabama",NA
-88.1495513916016,34.5837326049805,1,84,"alabama",NA
-88.1094436645508,34.8988571166992,1,85,"alabama",NA
-88.1323699951172,34.9045906066895,1,86,"alabama",NA
-88.166748046875,34.9504280090332,1,87,"alabama",NA
-88.1896591186523,34.9962654113770,1,88,"alabama",NA
-88.1839370727539,35.0134506225586,1,89,"alabama",NA
-87.989128112793,35.0134506225586,1,90,"alabama",NA
-87.6052474975586,35.0077209472656,1,91,"alabama",NA
-87.2270965576172,35.0019912719727,1,92,"alabama",NA
-87.2041702270508,35.0019912719727,1,93,"alabama",NA
-86.8260269165039,34.9962654113770,1,94,"alabama",NA
-86.7801895141602,34.9905319213867,1,95,"alabama",NA
-86.3103637695312,34.9905319213867,1,96,"alabama",NA
-85.8519973754883,34.9848022460938,1,97,"alabama",NA
-85.6113510131836,34.9790725708008,1,98,"alabama",NA
-85.5884399414062,34.8415641784668,1,99,"alabama",NA
-85.5426025390625,34.6181106567383,1,100,"alabama",NA
-85.525405883789,34.5837326049805,1,101,"alabama",NA
-85.4681167602539,34.2628746032715,1,102,"alabama",NA
-85.4280090332031,34.0795288085938,1,103,"alabama",NA
-85.4050903320312,33.9592094421387,1,104,"alabama",NA
-85.3936309814453,33.9076423645020,1,105,"alabama",NA
-85.3477935791016,33.6612701416016,1,106,"alabama",NA
-85.3134155273438,33.4951095581055,1,107,"alabama",NA
-85.2962265014648,33.4320907592773,1,108,"alabama",NA
-85.2446594238281,33.1169624328613,1,109,"alabama",NA
-85.2389297485352,33.1054992675781,1,110,"alabama",NA
-85.1930923461914,32.8705902099609,1,111,"alabama",NA
-85.1930923461914,32.8591270446777,1,112,"alabama",NA
-85.170181274414,32.8419418334961,1,113,"alabama",NA
-85.1472549438477,32.7903747558594,1,114,"alabama",NA
-85.1300735473633,32.7674560546875,1,115,"alabama",NA
-85.1300735473633,32.7502670288086,1,116,"alabama",NA
-85.1243438720703,32.7330818176270,1,117,"alabama",NA
-85.1014175415039,32.67578125,1,118,"alabama",NA
-85.1014175415039,32.6356735229492,1,119,"alabama",NA
-85.0670394897461,32.6070289611816,1,120,"alabama",NA
-85.0498580932617,32.5554618835449,1,121,"alabama",NA
-85.009750366211,32.5268173217773,1,122,"alabama",NA
-84.986831665039,32.4981651306152,1,123,"alabama",NA
-84.992561340332,32.4695167541504,1,124,"alabama",NA
-84.9753723144531,32.4236831665039,1,125,"alabama",NA
-84.9810943603516,32.3778457641602,1,126,"alabama",NA
-85.004020690918,32.3377380371094,1,127,"alabama",NA
-84.9753723144531,32.3090896606445,1,128,"alabama",NA
-84.9238052368164,32.2804412841797,1,129,"alabama",NA
-84.9008865356445,32.2517929077148,1,130,"alabama",NA
-84.9295349121094,32.2346076965332,1,131,"alabama",NA
-84.9524536132812,32.228874206543,1,132,"alabama",NA
-84.9696426391602,32.2002258300781,1,133,"alabama",NA
-84.992561340332,32.1830368041992,1,134,"alabama",NA
-85.0498580932617,32.1601181030273,1,135,"alabama",NA
-85.0613098144531,32.1200141906738,1,136,"alabama",NA
-85.0613098144531,32.1028251647949,1,137,"alabama",NA
-85.0613098144531,32.085636138916,1,138,"alabama",NA
-85.0613098144531,32.0627174377441,1,139,"alabama",NA
-85.0613098144531,32.0283432006836,1,140,"alabama",NA
-85.0613098144531,31.9939613342285,1,141,"alabama",NA
-85.0785064697266,31.9595851898193,1,142,"alabama",NA
-85.1071472167969,31.9366664886475,1,143,"alabama",NA
-85.1415252685547,31.8679141998291,1,144,"alabama",NA
-85.1358032226562,31.7876968383789,1,145,"alabama",NA
-85.1358032226562,31.7762393951416,1,146,"alabama",NA
-85.1300735473633,31.7304019927979,1,147,"alabama",NA
-85.1186065673828,31.6845645904541,1,148,"alabama",NA
-85.0785064697266,31.6158123016357,1,149,"alabama",NA
-85.0613098144531,31.5585174560547,1,150,"alabama",NA
-85.0613098144531,31.5241374969482,1,151,"alabama",NA
-85.0842361450195,31.4783000946045,1,152,"alabama",NA
-85.0842361450195,31.4439239501953,1,153,"alabama",NA
-85.0956954956055,31.4095478057861,1,154,"alabama",NA
-85.0956954956055,31.3407917022705,1,155,"alabama",NA
-85.1014175415039,31.3006839752197,1,156,"alabama",NA
-85.1243438720703,31.2834949493408,1,157,"alabama",NA
-85.1243438720703,31.254846572876,1,158,"alabama",NA
-85.1128768920898,31.1918201446533,1,159,"alabama",NA
-85.1128768920898,31.1746330261230,1,160,"alabama",NA
-85.0899658203125,31.1402568817139,1,161,"alabama",NA
-85.0441284179688,31.1116065979004,1,162,"alabama",NA
-85.0383987426758,31.0944194793701,1,163,"alabama",NA
-85.0326690673828,31.0772304534912,1,164,"alabama",NA
-85.0326690673828,31.0371246337891,1,165,"alabama",NA
-85.0154800415039,31.0027484893799,1,166,"alabama",NA
-85.0154800415039,30.9970169067383,1,167,"alabama",NA
-85.4967651367188,31.0084743499756,1,168,"alabama",NA
-85.5196762084961,31.0084743499756,1,169,"alabama",NA
-86.0467987060547,31.0084743499756,1,170,"alabama",NA
-86.2014999389648,31.0084743499756,1,171,"alabama",NA
-86.3905715942383,31.0084743499756,1,172,"alabama",NA
-86.705696105957,31.0084743499756,1,173,"alabama",NA
-86.7973709106445,31.0084743499756,1,174,"alabama",NA
-87.1812591552734,31.0084743499756,1,175,"alabama",NA
-87.6052474975586,31.0084743499756,1,176,"alabama",NA
-87.6052474975586,30.9569110870361,1,177,"alabama",NA
-87.610969543457,30.9339923858643,1,178,"alabama",NA
-87.6338958740234,30.8996162414551,1,179,"alabama",NA
-87.6396255493164,30.8766975402832,1,180,"alabama",NA
-87.6338958740234,30.8595085144043,1,181,"alabama",NA
-87.610969543457,30.8423175811768,1,182,"alabama",NA
-87.5479507446289,30.7735633850098,1,183,"alabama",NA
-87.4906539916992,30.7219963073730,1,184,"alabama",NA
-87.4620056152344,30.7105388641357,1,185,"alabama",NA
-87.4505462646484,30.6990776062012,1,186,"alabama",NA
-87.4218978881836,30.6761589050293,1,187,"alabama",NA
-87.4104385375977,30.6475124359131,1,188,"alabama",NA
-87.4104385375977,30.6188640594482,1,189,"alabama",NA
-87.4333572387695,30.5844879150391,1,190,"alabama",NA
-87.4620056152344,30.5443801879883,1,191,"alabama",NA
-87.4677352905273,30.527193069458,1,192,"alabama",NA
-87.4620056152344,30.5100040435791,1,193,"alabama",NA
-87.44482421875,30.4928131103516,1,194,"alabama",NA
-87.3989868164062,30.4584369659424,1,195,"alabama",NA
-87.3932571411133,30.4469795227051,1,196,"alabama",NA
-87.4047164916992,30.4297866821289,1,197,"alabama",NA
-87.4218978881836,30.4297866821289,1,198,"alabama",NA
-87.439094543457,30.4240608215332,1,199,"alabama",NA
-87.439094543457,30.4183292388916,1,200,"alabama",NA
-87.4505462646484,30.4011421203613,1,201,"alabama",NA
-87.4620056152344,30.3896808624268,1,202,"alabama",NA
-114.637390136719,35.0191802978516,2,204,"arizona",NA
-114.643127441406,35.1051216125488,2,205,"arizona",NA
-114.603019714355,35.1223106384277,2,206,"arizona",NA
-114.574363708496,35.1796112060547,2,207,"arizona",NA
-114.585830688477,35.2369041442871,2,208,"arizona",NA
-114.597282409668,35.2827415466309,2,209,"arizona",NA
-114.608741760254,35.3572273254395,2,210,"arizona",NA
-114.625938415527,35.4087905883789,2,211,"arizona",NA
-114.666046142578,35.4546279907227,2,212,"arizona",NA
-114.660308837891,35.5004653930664,2,213,"arizona",NA
-114.666046142578,35.5405731201172,2,214,"arizona",NA
-114.671775817871,35.6093292236328,2,215,"arizona",NA
-114.683235168457,35.6666221618652,2,216,"arizona",NA
-114.700416564941,35.712459564209,2,217,"arizona",NA
-114.700416564941,35.7926750183105,2,218,"arizona",NA
-114.688957214355,35.8843460083008,2,219,"arizona",NA
-114.711875915527,35.9129943847656,2,220,"arizona",NA
-114.734802246094,35.9588317871094,2,221,"arizona",NA
-114.734802246094,36.0161285400391,2,222,"arizona",NA
-114.757713317871,36.0619659423828,2,223,"arizona",NA
-114.734802246094,36.1078033447266,2,224,"arizona",NA
-114.700416564941,36.1192588806152,2,225,"arizona",NA
-114.643127441406,36.1421775817871,2,226,"arizona",NA
-114.557182312012,36.1536369323730,2,227,"arizona",NA
-114.488426208496,36.1364479064941,2,228,"arizona",NA
-114.396751403809,36.1364479064941,2,229,"arizona",NA
-114.327995300293,36.1135292053223,2,230,"arizona",NA
-114.310813903809,36.0447769165039,2,231,"arizona",NA
-114.264976501465,36.0275840759277,2,232,"arizona",NA
-114.201942443848,36.021858215332,2,233,"arizona",NA
-114.138923645020,36.0390472412109,2,234,"arizona",NA
-114.116004943848,36.0963401794434,2,235,"arizona",NA
-114.081626892090,36.1364479064941,2,236,"arizona",NA
-114.052978515625,36.2109336853027,2,237,"arizona",NA
-114.047248840332,36.8411865234375,2,238,"arizona",NA
-114.041519165039,36.9958839416504,2,239,"arizona",NA
-113.823799133301,36.9958839416504,2,240,"arizona",NA
-113.537322998047,37.0016136169434,2,241,"arizona",NA
-113.279487609863,37.0016136169434,2,242,"arizona",NA
-113.004470825195,37.0016136169434,2,243,"arizona",NA
-112.907066345215,36.9958839416504,2,244,"arizona",NA
-112.729446411133,37.0016136169434,2,245,"arizona",NA
-112.540374755859,36.9958839416504,2,246,"arizona",NA
-112.414321899414,36.9958839416504,2,247,"arizona",NA
-112.208053588867,36.9958839416504,2,248,"arizona",NA
-111.950225830078,37.0016136169434,2,249,"arizona",NA
-111.686668395996,37.0016136169434,2,250,"arizona",NA
-111.411643981934,37.0016136169434,2,251,"arizona",NA
-111.319969177246,37.0016136169434,2,252,"arizona",NA
-111.251213073730,36.9958839416504,2,253,"arizona",NA
-111.125160217285,36.9958839416504,2,254,"arizona",NA
-110.844413757324,37.0016136169434,2,255,"arizona",NA
-110.758468627930,36.9958839416504,2,256,"arizona",NA
-110.683990478516,36.9958839416504,2,257,"arizona",NA
-110.546478271484,36.9958839416504,2,258,"arizona",NA
-110.305831909180,37.0016136169434,2,259,"arizona",NA
-110.088104248047,37.0016136169434,2,260,"arizona",NA
-110.007896423340,37.0016136169434,2,261,"arizona",NA
-109.933410644531,36.9958839416504,2,262,"arizona",NA
-109.715682983398,36.9958839416504,2,263,"arizona",NA
-109.412025451660,36.9958839416504,2,264,"arizona",NA
-109.148460388184,36.9958839416504,2,265,"arizona",NA
-109.039596557617,36.9958839416504,2,266,"arizona",NA
-109.045326232910,35.9989395141602,2,267,"arizona",NA
-109.051063537598,34.9504280090332,2,268,"arizona",NA
-109.051063537598,34.5722732543945,2,269,"arizona",NA
-109.056785583496,33.7758636474609,2,270,"arizona",NA
-109.051063537598,33.2029037475586,2,271,"arizona",NA
-109.056785583496,32.7789154052734,2,272,"arizona",NA
-109.056785583496,32.4236831665039,2,273,"arizona",NA
-109.056785583496,31.3522510528564,2,274,"arizona",NA
-109.234405517578,31.3522510528564,2,275,"arizona",NA
-109.624015808105,31.3465213775635,2,276,"arizona",NA
-109.996437072754,31.3522510528564,2,277,"arizona",NA
-110.351669311523,31.3522510528564,2,278,"arizona",NA
-110.477722167969,31.3522510528564,2,279,"arizona",NA
-110.632415771484,31.3522510528564,2,280,"arizona",NA
-110.987655639648,31.3465213775635,2,281,"arizona",NA
-111.119430541992,31.3579788208008,2,282,"arizona",NA
-111.297050476074,31.4152774810791,2,283,"arizona",NA
-111.388725280762,31.4439239501953,2,284,"arizona",NA
-111.629364013672,31.5184097290039,2,285,"arizona",NA
-112.036163330078,31.6501884460449,2,286,"arizona",NA
-112.328376770020,31.7418632507324,2,287,"arizona",NA
-112.666419982910,31.8392658233643,2,288,"arizona",NA
-112.929977416992,31.9252090454102,2,289,"arizona",NA
-113.187812805176,32.0054244995117,2,290,"arizona",NA
-113.348236083984,32.0569877624512,2,291,"arizona",NA
-113.468559265137,32.0970954895020,2,292,"arizona",NA
-113.743583679199,32.1887702941895,2,293,"arizona",NA
-114.035797119141,32.2747116088867,2,294,"arizona",NA
-114.316543579102,32.3606567382812,2,295,"arizona",NA
-114.700416564941,32.4809799194336,2,296,"arizona",NA
-114.809280395508,32.5153541564941,2,297,"arizona",NA
-114.797813415527,32.5783805847168,2,298,"arizona",NA
-114.769172668457,32.6700553894043,2,299,"arizona",NA
-114.734802246094,32.7330818176270,2,300,"arizona",NA
-114.688957214355,32.7445373535156,2,301,"arizona",NA
-114.654586791992,32.7388076782227,2,302,"arizona",NA
-114.591560363770,32.7388076782227,2,303,"arizona",NA
-114.551452636719,32.7617263793945,2,304,"arizona",NA
